Crop,Date,Average,Price_Lag1,Price_Lag7,Year,Month,Season
Onion,2017-02-27,20.25,20.25,27.75,2017,2,Winter
Onion,2017-02-28,20.25,20.25,20.25,2017,2,Winter
Onion,2017-03-01,22.75,20.25,22.75,2017,3,Spring
Onion,2017-03-02,22.75,22.75,20.25,2017,3,Spring
Onion,2017-03-04,22.75,22.75,20.25,2017,3,Spring
Onion,2017-03-05,22.75,22.75,20.25,2017,3,Spring
Onion,2017-03-06,25.25,22.75,20.25,2017,3,Spring
Onion,2017-03-07,26.25,25.25,20.25,2017,3,Spring
Onion,2017-03-08,26.25,26.25,20.25,2017,3,Spring
Onion,2017-03-09,26.25,26.25,22.75,2017,3,Spring
Onion,2017-03-10,28.25,26.25,22.75,2017,3,Spring
Onion,2017-03-11,26.25,28.25,22.75,2017,3,Spring
Onion,2017-03-13,28.75,26.25,22.75,2017,3,Spring
Onion,2017-03-14,28.75,28.75,25.25,2017,3,Spring
Onion,2017-03-15,26.25,28.75,26.25,2017,3,Spring
Onion,2017-03-16,26.25,26.25,26.25,2017,3,Spring
Onion,2017-03-17,26.25,26.25,26.25,2017,3,Spring
Onion,2017-03-18,26.25,26.25,28.25,2017,3,Spring
Onion,2017-03-19,26.25,26.25,26.25,2017,3,Spring
Onion,2017-03-20,26.25,26.25,28.75,2017,3,Spring
Onion,2017-03-21,25.25,26.25,28.75,2017,3,Spring
Onion,2017-03-22,25.25,25.25,26.25,2017,3,Spring
Onion,2017-03-23,22.75,25.25,26.25,2017,3,Spring
Onion,2017-03-24,22.75,22.75,26.25,2017,3,Spring
Onion,2017-03-25,28.0,22.75,26.25,2017,3,Spring
Onion,2017-03-26,22.75,28.0,26.25,2017,3,Spring
Onion,2017-03-27,22.75,22.75,26.25,2017,3,Spring
Onion,2017-03-28,22.75,22.75,25.25,2017,3,Spring
Onion,2017-03-29,22.75,22.75,25.25,2017,3,Spring
Onion,2017-03-30,25.25,22.75,22.75,2017,3,Spring
Onion,2017-03-31,25.25,25.25,22.75,2017,3,Spring
Onion,2017-04-01,25.25,25.25,28.0,2017,4,Spring
Onion,2017-04-02,25.25,25.25,22.75,2017,4,Spring
Onion,2017-04-03,25.25,25.25,22.75,2017,4,Spring
Onion,2017-04-04,22.75,25.25,22.75,2017,4,Spring
Onion,2017-04-05,22.75,22.75,22.75,2017,4,Spring
Onion,2017-04-06,23.25,22.75,25.25,2017,4,Spring
Onion,2017-04-07,23.25,23.25,25.25,2017,4,Spring
Onion,2017-04-08,23.25,23.25,25.25,2017,4,Spring
Onion,2017-04-09,23.25,23.25,25.25,2017,4,Spring
Onion,2017-04-10,23.25,23.25,25.25,2017,4,Spring
Onion,2017-04-11,23.25,23.25,22.75,2017,4,Spring
Onion,2017-04-12,23.25,23.25,22.75,2017,4,Spring
Onion,2017-04-13,23.25,23.25,23.25,2017,4,Spring
Onion,2017-04-14,26.0,23.25,23.25,2017,4,Spring
Onion,2017-04-15,25.75,26.0,23.25,2017,4,Spring
Onion,2017-04-16,25.75,25.75,23.25,2017,4,Spring
Onion,2017-04-17,25.5,25.75,23.25,2017,4,Spring
Onion,2017-04-18,25.75,25.5,23.25,2017,4,Spring
Onion,2017-04-19,25.75,25.75,23.25,2017,4,Spring
Onion,2017-04-20,25.75,25.75,23.25,2017,4,Spring
Onion,2017-04-21,25.75,25.75,26.0,2017,4,Spring
Onion,2017-04-22,25.75,25.75,25.75,2017,4,Spring
Onion,2017-04-23,25.75,25.75,25.75,2017,4,Spring
Onion,2017-04-24,25.75,25.75,25.5,2017,4,Spring
Onion,2017-04-25,23.25,25.75,25.75,2017,4,Spring
Onion,2017-04-26,23.0,23.25,25.75,2017,4,Spring
Onion,2017-04-27,25.75,23.0,25.75,2017,4,Spring
Onion,2017-04-28,25.75,25.75,25.75,2017,4,Spring
Onion,2017-04-29,25.75,25.75,25.75,2017,4,Spring
Onion,2017-04-30,24.75,25.75,25.75,2017,4,Spring
Onion,2017-05-01,24.75,24.75,25.75,2017,5,Spring
Onion,2017-05-02,24.75,24.75,23.25,2017,5,Spring
Onion,2017-05-03,24.25,24.75,23.0,2017,5,Spring
Onion,2017-05-04,24.25,24.25,25.75,2017,5,Spring
Onion,2017-05-05,26.75,24.25,25.75,2017,5,Spring
Onion,2017-05-06,26.75,26.75,25.75,2017,5,Spring
Onion,2017-05-07,26.75,26.75,24.75,2017,5,Spring
Onion,2017-05-08,24.25,26.75,24.75,2017,5,Spring
Onion,2017-05-09,26.75,24.25,24.75,2017,5,Spring
Onion,2017-05-10,26.75,26.75,24.25,2017,5,Spring
Onion,2017-05-11,26.75,26.75,24.25,2017,5,Spring
Onion,2017-05-12,26.75,26.75,26.75,2017,5,Spring
Onion,2017-05-13,26.75,26.75,26.75,2017,5,Spring
Onion,2017-05-15,29.25,26.75,26.75,2017,5,Spring
Onion,2017-05-16,26.75,29.25,24.25,2017,5,Spring
Onion,2017-05-17,26.75,26.75,26.75,2017,5,Spring
Onion,2017-05-18,26.75,26.75,26.75,2017,5,Spring
Onion,2017-05-19,24.25,26.75,26.75,2017,5,Spring
Onion,2017-05-20,24.25,24.25,26.75,2017,5,Spring
Onion,2017-05-21,26.75,24.25,26.75,2017,5,Spring
Onion,2017-05-22,26.75,26.75,29.25,2017,5,Spring
Onion,2017-05-23,26.75,26.75,26.75,2017,5,Spring
Onion,2017-05-24,29.25,26.75,26.75,2017,5,Spring
Onion,2017-05-25,26.75,29.25,26.75,2017,5,Spring
Onion,2017-05-26,29.25,26.75,24.25,2017,5,Spring
Onion,2017-05-27,29.25,29.25,24.25,2017,5,Spring
Onion,2017-05-28,29.25,29.25,26.75,2017,5,Spring
Onion,2017-05-29,29.25,29.25,26.75,2017,5,Spring
Onion,2017-05-30,29.25,29.25,26.75,2017,5,Spring
Onion,2017-05-31,36.75,29.25,29.25,2017,5,Spring
Onion,2017-06-01,36.75,36.75,26.75,2017,6,Monsoon
Onion,2017-06-02,38.0,36.75,29.25,2017,6,Monsoon
Onion,2017-06-03,38.0,38.0,29.25,2017,6,Monsoon
Onion,2017-06-04,48.0,38.0,29.25,2017,6,Monsoon
Onion,2017-06-05,43.0,48.0,29.25,2017,6,Monsoon
Onion,2017-06-06,48.0,43.0,29.25,2017,6,Monsoon
Onion,2017-06-07,36.75,48.0,36.75,2017,6,Monsoon
Onion,2017-06-08,42.25,36.75,36.75,2017,6,Monsoon
Onion,2017-06-09,42.25,42.25,38.0,2017,6,Monsoon
Onion,2017-06-10,42.25,42.25,38.0,2017,6,Monsoon
Onion,2017-06-11,39.75,42.25,48.0,2017,6,Monsoon
Onion,2017-06-12,39.5,39.75,43.0,2017,6,Monsoon
Onion,2017-06-13,39.5,39.5,48.0,2017,6,Monsoon
Onion,2017-06-14,39.5,39.5,36.75,2017,6,Monsoon
Onion,2017-06-15,41.25,39.5,42.25,2017,6,Monsoon
Onion,2017-06-16,41.25,41.25,42.25,2017,6,Monsoon
Onion,2017-06-17,41.25,41.25,42.25,2017,6,Monsoon
Onion,2017-06-18,45.5,41.25,39.75,2017,6,Monsoon
Onion,2017-06-19,45.5,45.5,39.5,2017,6,Monsoon
Onion,2017-06-20,45.5,45.5,39.5,2017,6,Monsoon
Onion,2017-06-21,45.5,45.5,39.5,2017,6,Monsoon
Onion,2017-06-22,44.5,45.5,41.25,2017,6,Monsoon
Onion,2017-06-23,44.5,44.5,41.25,2017,6,Monsoon
Onion,2017-06-24,44.75,44.5,41.25,2017,6,Monsoon
Onion,2017-06-25,43.0,44.75,45.5,2017,6,Monsoon
Onion,2017-06-26,41.75,43.0,45.5,2017,6,Monsoon
Onion,2017-06-27,43.25,41.75,45.5,2017,6,Monsoon
Onion,2017-06-28,43.25,43.25,45.5,2017,6,Monsoon
Onion,2017-06-29,43.25,43.25,44.5,2017,6,Monsoon
Onion,2017-06-30,43.25,43.25,44.5,2017,6,Monsoon
Onion,2017-07-01,63.0,43.25,44.75,2017,7,Monsoon
Onion,2017-07-02,63.75,63.0,43.0,2017,7,Monsoon
Onion,2017-07-03,63.25,63.75,41.75,2017,7,Monsoon
Onion,2017-07-04,64.5,63.25,43.25,2017,7,Monsoon
Onion,2017-07-05,59.5,64.5,43.25,2017,7,Monsoon
Onion,2017-07-06,59.5,59.5,43.25,2017,7,Monsoon
Onion,2017-07-07,64.5,59.5,43.25,2017,7,Monsoon
Onion,2017-07-08,64.5,64.5,63.0,2017,7,Monsoon
Onion,2017-07-09,64.5,64.5,63.75,2017,7,Monsoon
Onion,2017-07-10,64.5,64.5,63.25,2017,7,Monsoon
Onion,2017-07-11,64.5,64.5,64.5,2017,7,Monsoon
Onion,2017-07-12,59.5,64.5,59.5,2017,7,Monsoon
Onion,2017-07-13,59.5,59.5,59.5,2017,7,Monsoon
Onion,2017-07-14,59.5,59.5,64.5,2017,7,Monsoon
Onion,2017-07-15,59.5,59.5,64.5,2017,7,Monsoon
Onion,2017-07-16,59.5,59.5,64.5,2017,7,Monsoon
Onion,2017-07-17,59.5,59.5,64.5,2017,7,Monsoon
Onion,2017-07-18,59.5,59.5,64.5,2017,7,Monsoon
Onion,2017-07-19,59.5,59.5,59.5,2017,7,Monsoon
Onion,2017-07-20,59.5,59.5,59.5,2017,7,Monsoon
Onion,2017-07-21,59.5,59.5,59.5,2017,7,Monsoon
Onion,2017-07-22,59.5,59.5,59.5,2017,7,Monsoon
Onion,2017-07-23,59.5,59.5,59.5,2017,7,Monsoon
Onion,2017-07-24,60.5,59.5,59.5,2017,7,Monsoon
Onion,2017-07-25,60.5,60.5,59.5,2017,7,Monsoon
Onion,2017-07-26,60.5,60.5,59.5,2017,7,Monsoon
Onion,2017-07-27,60.5,60.5,59.5,2017,7,Monsoon
Onion,2017-07-28,60.5,60.5,59.5,2017,7,Monsoon
Onion,2017-07-29,60.5,60.5,59.5,2017,7,Monsoon
Onion,2017-07-30,65.5,60.5,59.5,2017,7,Monsoon
Onion,2017-07-31,65.5,65.5,60.5,2017,7,Monsoon
Onion,2017-08-01,64.5,65.5,60.5,2017,8,Monsoon
Onion,2017-08-02,64.5,64.5,60.5,2017,8,Monsoon
Onion,2017-08-03,66.25,64.5,60.5,2017,8,Monsoon
Onion,2017-08-04,66.25,66.25,60.5,2017,8,Monsoon
Onion,2017-08-05,72.0,66.25,60.5,2017,8,Monsoon
Onion,2017-08-06,72.0,72.0,65.5,2017,8,Monsoon
Onion,2017-08-07,72.0,72.0,65.5,2017,8,Monsoon
Onion,2017-08-08,72.0,72.0,64.5,2017,8,Monsoon
Onion,2017-08-09,74.5,72.0,64.5,2017,8,Monsoon
Onion,2017-08-10,69.5,74.5,66.25,2017,8,Monsoon
Onion,2017-08-11,69.5,69.5,66.25,2017,8,Monsoon
Onion,2017-08-12,69.5,69.5,72.0,2017,8,Monsoon
Onion,2017-08-13,69.5,69.5,72.0,2017,8,Monsoon
Onion,2017-08-14,68.75,69.5,72.0,2017,8,Monsoon
Onion,2017-08-15,69.5,68.75,72.0,2017,8,Monsoon
Onion,2017-08-16,69.5,69.5,74.5,2017,8,Monsoon
Onion,2017-08-17,74.5,69.5,69.5,2017,8,Monsoon
Onion,2017-08-18,74.5,74.5,69.5,2017,8,Monsoon
Onion,2017-08-19,74.5,74.5,69.5,2017,8,Monsoon
Onion,2017-08-20,73.5,74.5,69.5,2017,8,Monsoon
Onion,2017-08-21,73.25,73.5,68.75,2017,8,Monsoon
Onion,2017-08-22,73.25,73.25,69.5,2017,8,Monsoon
Onion,2017-08-23,73.0,73.25,69.5,2017,8,Monsoon
Onion,2017-08-24,73.25,73.0,74.5,2017,8,Monsoon
Onion,2017-08-25,73.0,73.25,74.5,2017,8,Monsoon
Onion,2017-08-26,73.0,73.0,74.5,2017,8,Monsoon
Onion,2017-08-27,82.0,73.0,73.5,2017,8,Monsoon
Onion,2017-08-28,82.0,82.0,73.25,2017,8,Monsoon
Onion,2017-08-29,80.5,82.0,73.25,2017,8,Monsoon
Onion,2017-08-30,69.5,80.5,73.0,2017,8,Monsoon
Onion,2017-08-31,74.5,69.5,73.25,2017,8,Monsoon
Onion,2017-09-01,74.5,74.5,73.0,2017,9,Autumn
Onion,2017-09-02,74.5,74.5,73.0,2017,9,Autumn
Onion,2017-09-03,74.5,74.5,82.0,2017,9,Autumn
Onion,2017-09-04,74.5,74.5,82.0,2017,9,Autumn
Onion,2017-09-05,74.5,74.5,80.5,2017,9,Autumn
Onion,2017-09-06,74.5,74.5,69.5,2017,9,Autumn
Onion,2017-09-07,74.5,74.5,74.5,2017,9,Autumn
Onion,2017-09-08,74.5,74.5,74.5,2017,9,Autumn
Onion,2017-09-09,74.5,74.5,74.5,2017,9,Autumn
Onion,2017-09-10,68.0,74.5,74.5,2017,9,Autumn
Onion,2017-09-11,68.25,68.0,74.5,2017,9,Autumn
Onion,2017-09-12,68.0,68.25,74.5,2017,9,Autumn
Onion,2017-09-13,73.0,68.0,74.5,2017,9,Autumn
Onion,2017-09-14,68.25,73.0,74.5,2017,9,Autumn
Onion,2017-09-15,72.0,68.25,74.5,2017,9,Autumn
Onion,2017-09-16,72.0,72.0,74.5,2017,9,Autumn
Onion,2017-09-17,72.5,72.0,68.0,2017,9,Autumn
Onion,2017-09-18,72.5,72.5,68.25,2017,9,Autumn
Onion,2017-09-20,72.0,72.5,68.0,2017,9,Autumn
Onion,2017-09-21,72.0,72.0,73.0,2017,9,Autumn
Onion,2017-09-22,73.0,72.0,68.25,2017,9,Autumn
Onion,2017-09-23,73.0,73.0,72.0,2017,9,Autumn
Onion,2017-09-24,73.0,73.0,72.0,2017,9,Autumn
Onion,2017-09-25,68.0,73.0,72.5,2017,9,Autumn
Onion,2017-09-26,68.0,68.0,72.5,2017,9,Autumn
Onion,2017-09-27,68.0,68.0,72.0,2017,9,Autumn
Onion,2017-09-28,68.0,68.0,72.0,2017,9,Autumn
Onion,2017-09-29,73.0,68.0,73.0,2017,9,Autumn
Onion,2017-09-30,68.0,73.0,73.0,2017,9,Autumn
Onion,2017-10-01,73.0,68.0,73.0,2017,10,Autumn
Onion,2017-10-02,73.0,73.0,68.0,2017,10,Autumn
Onion,2017-10-03,68.0,73.0,68.0,2017,10,Autumn
Onion,2017-10-04,68.0,68.0,68.0,2017,10,Autumn
Onion,2017-10-05,68.25,68.0,68.0,2017,10,Autumn
Onion,2017-10-06,73.75,68.25,73.0,2017,10,Autumn
Onion,2017-10-07,73.5,73.75,68.0,2017,10,Autumn
Onion,2017-10-08,77.0,73.5,73.0,2017,10,Autumn
Onion,2017-10-09,77.0,77.0,73.0,2017,10,Autumn
Onion,2017-10-10,77.0,77.0,68.0,2017,10,Autumn
Onion,2017-10-11,77.0,77.0,68.0,2017,10,Autumn
Onion,2017-10-12,82.0,77.0,68.25,2017,10,Autumn
Onion,2017-10-13,82.0,82.0,73.75,2017,10,Autumn
Onion,2017-10-14,82.0,82.0,73.5,2017,10,Autumn
Onion,2017-10-15,80.0,82.0,77.0,2017,10,Autumn
Onion,2017-10-16,79.5,80.0,77.0,2017,10,Autumn
Onion,2017-10-17,79.5,79.5,77.0,2017,10,Autumn
Onion,2017-10-18,82.0,79.5,77.0,2017,10,Autumn
Onion,2017-10-19,82.0,82.0,82.0,2017,10,Autumn
Onion,2017-10-20,80.0,82.0,82.0,2017,10,Autumn
Onion,2017-10-21,107.0,80.0,82.0,2017,10,Autumn
Onion,2017-10-22,92.0,107.0,80.0,2017,10,Autumn
Onion,2017-10-23,92.0,92.0,79.5,2017,10,Autumn
Onion,2017-10-24,87.0,92.0,79.5,2017,10,Autumn
Onion,2017-10-25,79.5,87.0,82.0,2017,10,Autumn
Onion,2017-10-26,79.5,79.5,82.0,2017,10,Autumn
Onion,2017-10-27,79.5,79.5,80.0,2017,10,Autumn
Onion,2017-10-28,80.0,79.5,107.0,2017,10,Autumn
Onion,2017-10-29,79.5,80.0,92.0,2017,10,Autumn
Onion,2017-10-30,79.5,79.5,92.0,2017,10,Autumn
Onion,2017-10-31,84.5,79.5,87.0,2017,10,Autumn
Onion,2017-11-01,79.5,84.5,79.5,2017,11,Autumn
Onion,2017-11-02,79.5,79.5,79.5,2017,11,Autumn
Onion,2017-11-03,79.5,79.5,79.5,2017,11,Autumn
Onion,2017-11-04,79.5,79.5,80.0,2017,11,Autumn
Onion,2017-11-05,80.75,79.5,79.5,2017,11,Autumn
Onion,2017-11-06,81.0,80.75,79.5,2017,11,Autumn
Onion,2017-11-07,81.0,81.0,84.5,2017,11,Autumn
Onion,2017-11-08,96.0,81.0,79.5,2017,11,Autumn
Onion,2017-11-09,94.5,96.0,79.5,2017,11,Autumn
Onion,2017-11-10,94.5,94.5,79.5,2017,11,Autumn
Onion,2017-11-11,94.5,94.5,79.5,2017,11,Autumn
Onion,2017-11-12,94.25,94.5,80.75,2017,11,Autumn
Onion,2017-11-13,82.25,94.25,81.0,2017,11,Autumn
Onion,2017-11-14,82.25,82.25,81.0,2017,11,Autumn
Onion,2017-11-15,82.5,82.25,96.0,2017,11,Autumn
Onion,2017-11-16,86.0,82.5,94.5,2017,11,Autumn
Onion,2017-11-17,86.0,86.0,94.5,2017,11,Autumn
Onion,2017-11-18,80.5,86.0,94.5,2017,11,Autumn
Onion,2017-11-19,86.0,80.5,94.25,2017,11,Autumn
Onion,2017-11-20,86.0,86.0,82.25,2017,11,Autumn
Onion,2017-11-21,86.0,86.0,82.25,2017,11,Autumn
Onion,2017-11-22,82.0,86.0,82.5,2017,11,Autumn
Onion,2017-11-23,87.0,82.0,86.0,2017,11,Autumn
Onion,2017-11-24,77.0,87.0,86.0,2017,11,Autumn
Onion,2017-11-25,88.75,77.0,80.5,2017,11,Autumn
Onion,2017-11-26,88.75,88.75,86.0,2017,11,Autumn
Onion,2017-11-27,88.75,88.75,86.0,2017,11,Autumn
Onion,2017-11-28,88.75,88.75,86.0,2017,11,Autumn
Onion,2017-11-29,97.0,88.75,82.0,2017,11,Autumn
Onion,2017-11-30,95.5,97.0,87.0,2017,11,Autumn
Onion,2017-12-01,92.0,95.5,77.0,2017,12,Winter
Onion,2017-12-02,90.75,92.0,88.75,2017,12,Winter
Onion,2017-12-03,88.75,90.75,88.75,2017,12,Winter
Onion,2017-12-04,83.75,88.75,88.75,2017,12,Winter
Onion,2017-12-05,82.0,83.75,88.75,2017,12,Winter
Onion,2017-12-06,81.25,82.0,97.0,2017,12,Winter
Onion,2017-12-08,91.25,81.25,95.5,2017,12,Winter
Onion,2017-12-09,91.25,91.25,92.0,2017,12,Winter
Onion,2017-12-10,78.75,91.25,90.75,2017,12,Winter
Onion,2017-12-11,78.75,78.75,88.75,2017,12,Winter
Onion,2017-12-12,79.25,78.75,83.75,2017,12,Winter
Onion,2017-12-13,82.0,79.25,82.0,2017,12,Winter
Onion,2017-12-14,82.0,82.0,81.25,2017,12,Winter
Onion,2017-12-15,79.5,82.0,91.25,2017,12,Winter
Onion,2017-12-16,79.5,79.5,91.25,2017,12,Winter
Onion,2017-12-17,78.0,79.5,78.75,2017,12,Winter
Onion,2017-12-18,78.0,78.0,78.75,2017,12,Winter
Onion,2017-12-19,78.0,78.0,79.25,2017,12,Winter
Onion,2017-12-20,76.25,78.0,82.0,2017,12,Winter
Onion,2017-12-27,73.75,76.25,82.0,2017,12,Winter
Onion,2017-12-28,68.75,73.75,79.5,2017,12,Winter
Onion,2017-12-29,68.75,68.75,79.5,2017,12,Winter
Onion,2017-12-30,68.75,68.75,78.0,2017,12,Winter
Onion,2017-12-31,83.75,68.75,78.0,2017,12,Winter
Onion,2018-01-01,73.75,83.75,78.0,2018,1,Winter
Onion,2018-01-02,75.75,73.75,76.25,2018,1,Winter
Onion,2018-01-03,76.25,75.75,73.75,2018,1,Winter
Onion,2018-01-04,76.25,76.25,68.75,2018,1,Winter
Onion,2018-01-05,76.25,76.25,68.75,2018,1,Winter
Onion,2018-01-06,76.25,76.25,68.75,2018,1,Winter
Onion,2018-01-07,78.75,76.25,83.75,2018,1,Winter
Onion,2018-01-08,80.75,78.75,73.75,2018,1,Winter
Onion,2018-01-09,78.75,80.75,75.75,2018,1,Winter
Onion,2018-01-10,88.75,78.75,76.25,2018,1,Winter
Onion,2018-01-11,90.75,88.75,76.25,2018,1,Winter
Onion,2018-01-12,90.75,90.75,76.25,2018,1,Winter
Onion,2018-01-13,90.75,90.75,76.25,2018,1,Winter
Onion,2018-01-14,85.0,90.75,78.75,2018,1,Winter
Onion,2018-01-16,84.5,85.0,80.75,2018,1,Winter
Onion,2018-01-17,84.5,84.5,78.75,2018,1,Winter
Onion,2018-01-18,84.5,84.5,88.75,2018,1,Winter
Onion,2018-01-19,84.5,84.5,90.75,2018,1,Winter
Onion,2018-01-20,83.75,84.5,90.75,2018,1,Winter
Onion,2018-01-21,87.0,83.75,90.75,2018,1,Winter
Onion,2018-01-22,88.75,87.0,85.0,2018,1,Winter
Onion,2018-01-23,96.25,88.75,84.5,2018,1,Winter
Onion,2018-01-24,96.25,96.25,84.5,2018,1,Winter
Onion,2018-01-25,101.25,96.25,84.5,2018,1,Winter
Onion,2018-01-26,96.25,101.25,84.5,2018,1,Winter
Onion,2018-01-27,99.5,96.25,83.75,2018,1,Winter
Onion,2018-01-28,99.5,99.5,87.0,2018,1,Winter
Onion,2018-01-29,92.5,99.5,88.75,2018,1,Winter
Onion,2018-01-30,88.75,92.5,96.25,2018,1,Winter
Onion,2018-01-31,81.25,88.75,96.25,2018,1,Winter
Onion,2018-02-01,81.25,81.25,101.25,2018,2,Winter
Onion,2018-02-02,78.0,81.25,96.25,2018,2,Winter
Onion,2018-02-03,78.0,78.0,99.5,2018,2,Winter
Onion,2018-02-04,78.0,78.0,99.5,2018,2,Winter
Onion,2018-02-05,73.0,78.0,92.5,2018,2,Winter
Onion,2018-02-06,79.5,73.0,88.75,2018,2,Winter
Onion,2018-02-07,75.75,79.5,81.25,2018,2,Winter
Onion,2018-02-08,75.75,75.75,81.25,2018,2,Winter
Onion,2018-02-09,75.75,75.75,78.0,2018,2,Winter
Onion,2018-02-10,75.75,75.75,78.0,2018,2,Winter
Onion,2018-02-11,63.0,75.75,78.0,2018,2,Winter
Onion,2018-02-12,64.5,63.0,73.0,2018,2,Winter
Onion,2018-02-13,64.25,64.5,79.5,2018,2,Winter
Onion,2018-02-14,63.0,64.25,75.75,2018,2,Winter
Onion,2018-02-15,63.0,63.0,75.75,2018,2,Winter
Onion,2018-02-16,63.0,63.0,75.75,2018,2,Winter
Onion,2018-02-17,63.75,63.0,75.75,2018,2,Winter
Onion,2018-02-18,61.0,63.75,63.0,2018,2,Winter
Onion,2018-02-19,60.75,61.0,64.5,2018,2,Winter
Onion,2018-02-20,60.0,60.75,64.25,2018,2,Winter
Onion,2018-02-21,65.5,60.0,63.0,2018,2,Winter
Onion,2018-02-22,65.75,65.5,63.0,2018,2,Winter
Onion,2018-02-23,70.0,65.75,63.0,2018,2,Winter
Onion,2018-02-24,70.25,70.0,63.75,2018,2,Winter
Onion,2018-02-25,70.0,70.25,61.0,2018,2,Winter
Onion,2018-02-26,69.5,70.0,60.75,2018,2,Winter
Onion,2018-02-27,60.25,69.5,60.0,2018,2,Winter
Onion,2018-02-28,56.75,60.25,65.5,2018,2,Winter
Onion,2018-03-01,56.75,56.75,65.75,2018,3,Spring
Onion,2018-03-02,58.0,56.75,70.0,2018,3,Spring
Onion,2018-03-03,58.0,58.0,70.25,2018,3,Spring
Onion,2018-03-05,50.75,58.0,70.0,2018,3,Spring
Onion,2018-03-06,57.0,50.75,69.5,2018,3,Spring
Onion,2018-03-07,52.0,57.0,60.25,2018,3,Spring
Onion,2018-03-08,52.0,52.0,56.75,2018,3,Spring
Onion,2018-03-09,53.25,52.0,56.75,2018,3,Spring
Onion,2018-03-10,65.0,53.25,58.0,2018,3,Spring
Onion,2018-03-11,48.25,65.0,58.0,2018,3,Spring
Onion,2018-03-12,49.5,48.25,50.75,2018,3,Spring
Onion,2018-03-13,48.25,49.5,57.0,2018,3,Spring
Onion,2018-03-14,49.5,48.25,52.0,2018,3,Spring
Onion,2018-03-15,45.25,49.5,52.0,2018,3,Spring
Onion,2018-03-16,43.5,45.25,53.25,2018,3,Spring
Onion,2018-03-17,42.25,43.5,65.0,2018,3,Spring
Onion,2018-03-18,38.75,42.25,48.25,2018,3,Spring
Onion,2018-03-19,42.5,38.75,49.5,2018,3,Spring
Onion,2018-03-20,43.25,42.5,48.25,2018,3,Spring
Onion,2018-03-21,45.25,43.25,49.5,2018,3,Spring
Onion,2018-03-22,41.5,45.25,45.25,2018,3,Spring
Onion,2018-03-23,46.5,41.5,43.5,2018,3,Spring
Onion,2018-03-24,46.5,46.5,42.25,2018,3,Spring
Onion,2018-03-25,46.25,46.5,38.75,2018,3,Spring
Onion,2018-03-26,46.5,46.25,42.5,2018,3,Spring
Onion,2018-03-27,47.0,46.5,43.25,2018,3,Spring
Onion,2018-03-28,47.0,47.0,45.25,2018,3,Spring
Onion,2018-03-29,46.25,47.0,41.5,2018,3,Spring
Onion,2018-03-30,40.25,46.25,46.5,2018,3,Spring
Onion,2018-03-31,42.75,40.25,46.5,2018,3,Spring
Onion,2018-04-01,43.25,42.75,46.25,2018,4,Spring
Onion,2018-04-02,42.5,43.25,46.5,2018,4,Spring
Onion,2018-04-03,42.25,42.5,47.0,2018,4,Spring
Onion,2018-04-04,47.0,42.25,47.0,2018,4,Spring
Onion,2018-04-05,46.5,47.0,46.25,2018,4,Spring
Onion,2018-04-06,52.75,46.5,40.25,2018,4,Spring
Onion,2018-04-07,51.75,52.75,42.75,2018,4,Spring
Onion,2018-04-08,46.0,51.75,43.25,2018,4,Spring
Onion,2018-04-09,44.75,46.0,42.5,2018,4,Spring
Onion,2018-04-10,45.5,44.75,42.25,2018,4,Spring
Onion,2018-04-11,44.25,45.5,47.0,2018,4,Spring
Onion,2018-04-12,44.25,44.25,46.5,2018,4,Spring
Onion,2018-04-13,43.75,44.25,52.75,2018,4,Spring
Onion,2018-04-14,43.75,43.75,51.75,2018,4,Spring
Onion,2018-04-15,46.25,43.75,46.0,2018,4,Spring
Onion,2018-04-16,46.25,46.25,44.75,2018,4,Spring
Onion,2018-04-17,51.25,46.25,45.5,2018,4,Spring
Onion,2018-04-18,50.75,51.25,44.25,2018,4,Spring
Onion,2018-04-19,50.75,50.75,44.25,2018,4,Spring
Onion,2018-04-20,44.5,50.75,43.75,2018,4,Spring
Onion,2018-04-21,44.5,44.5,43.75,2018,4,Spring
Onion,2018-04-22,38.25,44.5,46.25,2018,4,Spring
Onion,2018-04-23,40.0,38.25,46.25,2018,4,Spring
Onion,2018-04-24,39.5,40.0,51.25,2018,4,Spring
Onion,2018-04-25,39.5,39.5,50.75,2018,4,Spring
Onion,2018-04-26,39.5,39.5,50.75,2018,4,Spring
Onion,2018-04-27,39.5,39.5,44.5,2018,4,Spring
Onion,2018-04-28,39.5,39.5,44.5,2018,4,Spring
Onion,2018-04-29,40.0,39.5,38.25,2018,4,Spring
Onion,2018-04-30,40.0,40.0,40.0,2018,4,Spring
Onion,2018-05-01,40.5,40.0,39.5,2018,5,Spring
Onion,2018-05-02,40.0,40.5,39.5,2018,5,Spring
Onion,2018-05-03,40.0,40.0,39.5,2018,5,Spring
Onion,2018-05-04,55.0,40.0,39.5,2018,5,Spring
Onion,2018-05-05,54.75,55.0,39.5,2018,5,Spring
Onion,2018-05-06,40.0,54.75,40.0,2018,5,Spring
Onion,2018-05-07,28.75,40.0,40.0,2018,5,Spring
Onion,2018-05-08,31.25,28.75,40.5,2018,5,Spring
Onion,2018-05-09,31.25,31.25,40.0,2018,5,Spring
Onion,2018-05-10,34.5,31.25,40.0,2018,5,Spring
Onion,2018-05-11,39.5,34.5,55.0,2018,5,Spring
Onion,2018-05-12,39.5,39.5,54.75,2018,5,Spring
